date,description,amount,category,flagged
2024-02-22,Gas Bill,395.43,Utilities,True
2024-02-18,Gas Bill,96.45,Utilities,False
2023-04-30,Amazon,80.67,Shopping,True
2024-06-11,Rental Car,792.26,Travel,False
2024-12-20,Dining Out,367.79,Entertainment,True
2023-09-09,Restaurant,494.39,Dining,False
2024-11-08,Gas Bill,366.23,Utilities,True
2024-08-07,Movie Tickets,198.45,Entertainment,False
2024-07-27,Car Maintenance,32.61,Transportation,True
2024-04-20,House Payment,1649.06,Rent,True
2023-10-24,Amazon,142.2,Shopping,True
2024-05-02,Rental Car,1548.39,Travel,True
2024-06-20,Vacation,184.87,Travel,False
2024-03-19,Monthly Rent,1105.16,Rent,True
2024-04-15,Fast Food,89.86,Dining,False
2024-03-01,Netflix,145.88,Entertainment,True
2024-05-25,Hulu,451.22,Entertainment,False
2025-02-17,Parking,82.17,Transportation,False
2024-01-05,Best Buy,475.58,Shopping,False
2024-08-18,Phone Bill,474.62,Utilities,False
2024-09-29,Netflix,273.92,Entertainment,False
2024-01-11,Airline Ticket,1663.01,Travel,True
2023-10-20,Online Course,233.65,Education,True
2024-06-24,Amazon,82.15,Shopping,False
2025-03-27,Best Buy,309.72,Shopping,False
2023-07-18,Monthly Rent,807.26,Rent,True
2024-01-30,Target,187.43,Groceries,True
2024-05-04,Car Maintenance,385.99,Transportation,False
2024-07-09,Netflix,377.95,Entertainment,True
2024-12-04,Apple Store,225.42,Shopping,True
2023-09-25,Books,361.57,Education,True
2024-01-05,Spotify,491.08,Entertainment,False
2023-06-11,Costco,245.64,Groceries,True
2023-11-28,Gas,120.7,Transportation,False
2024-01-06,Gas,201.12,Transportation,False
2023-11-13,Phone Bill,242.14,Utilities,False
2024-12-20,Apartment Payment,1181.01,Rent,False
2023-06-29,Airbnb,284.53,Travel,False
2025-02-11,Hulu,246.83,Entertainment,False
2024-06-15,Uber,428.36,Transportation,False
2023-05-03,Amazon,402.77,Shopping,False
2024-01-22,Amazon Prime,431.79,Entertainment,True
2023-12-19,Hotel,501.11,Travel,False
2024-09-11,Uber,433.45,Transportation,True
2024-11-17,Mortgage,2315.38,Rent,True
2023-10-11,Online Course,229.07,Education,True
2023-07-14,Books,392.28,Education,False
2024-12-30,Insurance,152.09,Healthcare,True
2024-12-05,Uber,217.79,Transportation,False
2024-11-02,Airbnb,656.4,Travel,False
2024-05-24,Clothing Store,421.7,Shopping,False
2024-06-30,Best Buy,287.93,Shopping,False
2024-08-18,Electric Bill,485.49,Utilities,True
2024-01-13,Best Buy,119.65,Shopping,False
2023-09-06,Apple Store,198.38,Shopping,False
2023-09-27,Car Maintenance,217.61,Transportation,True
2023-10-30,Uber,390.72,Transportation,False
2025-02-26,Spotify,202.64,Entertainment,False
2024-06-17,Airline Ticket,1184.21,Travel,True
2023-07-03,Costco,175.73,Groceries,True
2024-01-28,Electronics Store,223.02,Shopping,True
2025-01-01,Hulu,426.12,Entertainment,True
2024-07-15,Costco,67.75,Groceries,True
2023-10-14,Airline Ticket,1582.17,Travel,False
2024-06-22,Workshop,308.65,Education,False
2024-02-22,Amazon Prime,325.87,Entertainment,False
2023-10-20,Insurance,442.93,Healthcare,True
2024-06-26,Kroger,165.02,Groceries,True
2023-06-21,Gas,320.84,Transportation,False
2025-02-11,Public Transit,249.74,Transportation,False
2024-04-20,Safeway,44.43,Groceries,True
2024-03-26,Airbnb,1239.07,Travel,True
2025-04-01,Conference,398.74,Education,False
2024-08-28,Parking,438.22,Transportation,True
2025-01-06,Uber,484.58,Transportation,False
2024-06-13,Mortgage,2220.72,Rent,False
2023-10-31,Gas,328.82,Transportation,False
2024-05-25,Parking,81.45,Transportation,False
2024-11-16,Clothing Store,315.6,Shopping,False
2024-07-28,Online Course,125.89,Education,True
2025-04-20,Costco,247.87,Groceries,True
2024-01-02,Restaurant,177.41,Dining,False
2023-12-27,Best Buy,352.9,Shopping,True
2025-02-18,House Payment,1597.5,Rent,False
2023-09-22,Amazon Prime,455.93,Entertainment,True
2024-05-25,Electronics Store,358.41,Shopping,True
2024-03-08,Target,278.19,Groceries,False
2023-07-15,Bar,160.45,Dining,False
2024-04-16,Amazon,497.15,Shopping,False
2023-10-30,Restaurant,191.58,Dining,True
2023-10-04,Amazon,282.32,Shopping,False
2025-02-17,Cafe,24.26,Dining,False
2023-05-24,Gas Bill,351.65,Utilities,False
2024-01-13,Books,268.27,Education,True
2023-09-11,Spotify,446.73,Entertainment,True
2025-02-04,Cable Bill,292.58,Utilities,True
2024-10-24,Apartment Payment,2003.78,Rent,True
2024-07-14,Coffee Shop,225.83,Dining,True
2023-12-26,House Payment,1250.06,Rent,False
2024-07-08,Monthly Rent,2008.52,Rent,False
2024-03-26,Best Buy,98.34,Shopping,False
2023-08-01,Airline Ticket,1617.12,Travel,False
2024-07-13,Electronics Store,160.55,Shopping,True
2023-10-24,Water Bill,260.8,Utilities,True
2025-02-28,Mortgage,2478.74,Rent,False
2024-02-02,Dentist,379.5,Healthcare,False
2023-06-25,Bar,104.97,Dining,False
2024-05-04,Uber,140.74,Transportation,True
2024-03-08,Apple Store,6.91,Shopping,False
2023-10-25,Concert,340.43,Entertainment,True
2024-01-12,Airline Ticket,558.06,Travel,True
2023-11-16,Mortgage,885.47,Rent,True
2025-02-20,Amazon Prime,41.67,Entertainment,False
2023-09-19,Parking,335.62,Transportation,False
2024-06-19,Walmart,38.72,Groceries,True
2024-10-21,Electronics Store,284.74,Shopping,False
2024-03-15,Vacation,1461.68,Travel,True
2024-11-30,Spotify,151.02,Entertainment,False
2024-12-03,Apple Store,259.85,Shopping,True
2023-11-18,Trader Joe's,188.09,Groceries,True
2024-04-29,Phone Bill,447.91,Utilities,False
2023-10-23,Lyft,410.16,Transportation,True
2024-10-19,Internet Bill,449.6,Utilities,False
2023-08-18,Target,265.33,Groceries,False
2023-08-23,Hotel,704.95,Travel,False
2025-01-23,Airline Ticket,905.56,Travel,False
2025-04-19,Phone Bill,297.14,Utilities,False
2023-10-23,Public Transit,342.94,Transportation,True
2024-01-16,Lyft,241.39,Transportation,True
2024-10-28,Tuition,146.88,Education,False
2023-12-07,Fast Food,91.05,Dining,True
2024-12-23,Clothing Store,19.18,Shopping,True
2023-09-03,Optometrist,438.44,Healthcare,False
2023-12-10,Airline Ticket,1638.09,Travel,False
2024-03-23,Public Transit,301.98,Transportation,True
2023-11-18,Mortgage,2843.94,Rent,False
2025-01-27,Trader Joe's,81.18,Groceries,True
2023-10-15,Monthly Rent,2353.65,Rent,True
2024-04-24,Conference,313.67,Education,False
2024-08-05,Restaurant,438.66,Dining,False
2025-01-29,Apple Store,332.86,Shopping,False
2024-03-09,Books,213.23,Education,False
2023-10-04,Whole Foods,63.05,Groceries,False
2023-06-14,Electric Bill,433.03,Utilities,True
2024-08-15,Airline Ticket,1105.8,Travel,True
2023-11-26,Uber,235.44,Transportation,True
2023-05-19,Kroger,287.26,Groceries,False
2023-11-04,Online Course,38.24,Education,True
2023-11-21,Dentist,217.22,Healthcare,True
2025-04-04,Doctor Visit,306.0,Healthcare,True
2024-08-11,Online Course,56.14,Education,False
2025-04-13,Target,216.44,Groceries,True
2024-01-10,Cafe,445.35,Dining,False
2023-05-07,Amazon Prime,99.22,Entertainment,True
2023-09-27,Mortgage,940.24,Rent,False
2025-02-13,Clothing Store,346.04,Shopping,False
2024-04-27,Mortgage,830.99,Rent,True
2024-12-26,Mortgage,2085.28,Rent,False
2024-10-20,Amazon,123.45,Shopping,False
2025-04-12,Workshop,173.51,Education,False
2025-03-04,Doctor Visit,72.36,Healthcare,False
2025-01-07,Conference,166.51,Education,False
2023-10-17,Pharmacy,155.12,Healthcare,False
2024-03-29,Movie Tickets,385.55,Entertainment,True
2024-11-06,Electronics Store,373.56,Shopping,False
2024-03-28,Restaurant,198.67,Dining,True
2024-11-16,Cafe,224.38,Dining,True
2023-07-26,Books,368.49,Education,False
2024-09-29,Mortgage,2500.15,Rent,True
2023-11-29,Gas,24.56,Transportation,True
2023-11-03,Dentist,347.61,Healthcare,False
2023-12-19,Monthly Rent,2032.46,Rent,True
2024-10-07,Target,136.31,Groceries,False
2023-12-04,Doctor Visit,221.61,Healthcare,False
2024-01-17,Target,186.23,Groceries,True
2024-06-14,Movie Tickets,276.5,Entertainment,False
2024-02-04,Tuition,37.26,Education,True
2023-05-28,Local Market,218.06,Groceries,False
2024-09-22,Books,258.39,Education,False
2023-05-29,Optometrist,373.82,Healthcare,False
2024-10-31,Internet Bill,91.46,Utilities,True
2024-05-21,Electric Bill,207.63,Utilities,True
2023-05-24,Insurance,107.39,Healthcare,True
2025-04-16,Costco,252.16,Groceries,True
2024-11-08,Bar,463.78,Dining,False
2024-03-09,Parking,482.51,Transportation,False
2023-06-11,Bar,313.55,Dining,True
2024-07-06,Restaurant,177.97,Dining,False
2024-08-13,Electric Bill,102.5,Utilities,False
2025-04-14,Hotel,750.87,Travel,False
2024-04-07,Doctor Visit,72.2,Healthcare,False
2023-11-25,Spotify,301.65,Entertainment,False
2023-07-18,Monthly Rent,2996.16,Rent,False
2024-12-28,Internet Bill,410.74,Utilities,False
2024-07-06,Hulu,10.5,Entertainment,True
2023-10-14,Monthly Rent,1455.87,Rent,False
2023-07-07,Tuition,443.82,Education,False
2024-03-15,Insurance,464.24,Healthcare,True
2023-12-31,Concert,28.51,Entertainment,False
2024-05-08,Dining Out,428.66,Entertainment,True
2024-01-19,Doctor Visit,476.81,Healthcare,True
2024-12-25,Books,263.02,Education,False
2025-03-14,Coffee Shop,477.0,Dining,False
2024-05-19,Kroger,172.95,Groceries,True
2024-02-01,Airbnb,1621.72,Travel,True
2024-04-05,Costco,171.43,Groceries,False
2023-05-26,House Payment,1540.11,Rent,True
2024-08-31,Whole Foods,104.47,Groceries,False
2023-10-08,Optometrist,113.44,Healthcare,False
2024-01-20,Public Transit,182.88,Transportation,True
2024-10-20,Local Market,227.17,Groceries,False
2025-04-22,Walmart,116.94,Groceries,False
2023-06-20,Movie Tickets,253.84,Entertainment,True
2023-10-11,Conference,485.25,Education,False
2024-02-15,Electric Bill,146.27,Utilities,True
2024-10-15,Tuition,457.18,Education,True
2024-05-15,Workshop,28.42,Education,False
2024-01-12,Electric Bill,167.39,Utilities,True
2024-06-16,Electronics Store,59.32,Shopping,True
2023-12-09,Amazon Prime,92.53,Entertainment,True
2023-06-13,Gas Bill,343.24,Utilities,False
2025-03-14,Electric Bill,218.53,Utilities,False
2023-07-15,Rental Car,932.44,Travel,False
2023-08-05,Airline Ticket,885.16,Travel,False
2024-07-05,House Payment,991.15,Rent,False
2024-09-12,Fast Food,233.04,Dining,True
2024-04-28,Workshop,19.02,Education,False
2023-07-28,Vacation,164.97,Travel,False
2025-01-23,Electric Bill,337.07,Utilities,True
2025-02-17,Vacation,747.29,Travel,True
2025-03-29,Mortgage,1290.28,Rent,False
2024-10-09,Amazon Prime,304.26,Entertainment,True
2024-09-10,House Payment,2160.71,Rent,False
2024-03-03,Spotify,58.02,Entertainment,False
2025-01-10,Apple Store,51.31,Shopping,True
2024-11-10,Electronics Store,25.27,Shopping,True
2024-02-08,Uber,492.95,Transportation,True
2025-03-18,Fast Food,315.07,Dining,False
2024-09-11,Monthly Rent,2903.69,Rent,True
2023-10-02,Public Transit,8.16,Transportation,False
2023-07-19,Workshop,246.56,Education,False
2023-05-03,Internet Bill,99.3,Utilities,True
2024-02-22,Best Buy,470.97,Shopping,True
2025-02-05,Airline Ticket,539.64,Travel,False
2023-08-09,Dentist,485.98,Healthcare,False
2025-04-11,Airline Ticket,1357.79,Travel,True
2024-06-13,Dining Out,324.77,Entertainment,True
2024-08-16,Bar,224.34,Dining,True
2023-07-26,Clothing Store,94.07,Shopping,True
2024-04-10,Cable Bill,156.69,Utilities,True
2023-06-04,Cafe,139.55,Dining,False
2024-12-14,Apple Store,136.8,Shopping,False
2024-04-24,Clothing Store,123.65,Shopping,True
2024-01-31,Doctor Visit,17.6,Healthcare,False
2024-05-20,Movie Tickets,257.09,Entertainment,False
2024-12-15,Cable Bill,274.99,Utilities,False
2024-05-20,Apple Store,309.95,Shopping,True
2023-05-27,Pharmacy,99.67,Healthcare,True
2024-11-28,Uber,499.47,Transportation,True
2023-11-24,Amazon Prime,145.59,Entertainment,True
2025-01-28,Cafe,400.02,Dining,True
2024-09-26,Clothing Store,43.45,Shopping,False
2024-09-11,Phone Bill,343.04,Utilities,False
2024-11-25,Electric Bill,289.56,Utilities,True
2023-07-04,Hulu,204.58,Entertainment,True
2024-07-15,Books,475.91,Education,False
2023-09-16,Rental Car,765.54,Travel,True
2023-12-13,Conference,184.88,Education,True
2024-02-22,Whole Foods,167.29,Groceries,False
2024-05-16,Amazon,282.27,Shopping,False
2023-09-28,House Payment,1746.95,Rent,False
2024-12-16,Public Transit,284.92,Transportation,False
2025-03-11,Mortgage,2103.41,Rent,True
2024-12-02,Insurance,100.06,Healthcare,False
2024-03-20,Apartment Payment,2364.68,Rent,True
2024-09-14,Tuition,150.62,Education,True
2024-05-12,Insurance,110.84,Healthcare,False
2024-02-24,Internet Bill,300.94,Utilities,False
2023-08-24,Insurance,149.94,Healthcare,False
2024-05-13,Gas Bill,62.7,Utilities,False
2023-12-23,Electronics Store,456.45,Shopping,True
2025-01-03,Tuition,485.07,Education,True
2023-12-01,Bar,359.72,Dining,False
2024-06-11,Conference,409.82,Education,False
2023-11-28,House Payment,1594.91,Rent,False
2024-12-21,Gas Bill,406.13,Utilities,True
2024-04-22,Conference,429.86,Education,False
2023-05-05,Books,162.46,Education,False
2023-11-02,Mortgage,2312.84,Rent,True
2024-12-04,Best Buy,385.78,Shopping,False
2025-02-17,Movie Tickets,78.23,Entertainment,True
2024-05-29,Restaurant,170.89,Dining,True
2025-02-21,Safeway,156.57,Groceries,False
2024-03-09,Gas,69.24,Transportation,True
2024-09-30,Trader Joe's,280.89,Groceries,False
2023-12-01,Trader Joe's,202.81,Groceries,False
2024-01-08,Bar,206.77,Dining,False
2024-11-20,Online Course,282.43,Education,True
2023-06-14,Spotify,486.3,Entertainment,False
2024-11-24,Amazon,262.64,Shopping,False
2023-07-10,Monthly Rent,1963.34,Rent,True
2024-03-03,Best Buy,167.4,Shopping,True
2023-11-23,Hotel,540.73,Travel,True
2025-02-23,Gas,168.65,Transportation,True
2025-04-24,Dining Out,420.72,Entertainment,True
2023-07-26,Online Course,358.4,Education,False
2023-10-26,Lyft,400.03,Transportation,False
2025-03-29,Phone Bill,293.4,Utilities,True
2024-08-18,Doctor Visit,188.07,Healthcare,False
2023-06-02,Restaurant,46.07,Dining,True
2023-12-25,Dentist,214.97,Healthcare,False
2024-06-25,Safeway,65.47,Groceries,False
2023-07-24,Electric Bill,257.62,Utilities,False
2023-10-02,Bar,125.69,Dining,True
2023-06-03,Gas,66.9,Transportation,False
2024-01-16,Clothing Store,440.41,Shopping,True
2024-02-16,Doctor Visit,462.85,Healthcare,False
2024-10-14,Phone Bill,459.81,Utilities,True
2024-07-27,Monthly Rent,1950.13,Rent,False
2024-11-20,Lyft,320.5,Transportation,False
2024-06-10,Gas Bill,60.8,Utilities,True
2024-01-29,Airline Ticket,1111.83,Travel,False
2024-12-23,Tuition,179.52,Education,False
2024-01-11,Hulu,74.76,Entertainment,False
2024-05-10,Pharmacy,327.29,Healthcare,False
2025-03-30,Public Transit,164.48,Transportation,True
2023-07-18,Cafe,370.3,Dining,False
2024-08-23,Restaurant,72.1,Dining,False
2023-09-07,Parking,47.0,Transportation,True
2024-09-20,Amazon,97.23,Shopping,True
2024-08-16,Apartment Payment,2207.44,Rent,True
2025-01-20,Cable Bill,446.39,Utilities,True
2024-09-16,Trader Joe's,272.59,Groceries,True
2025-04-16,Coffee Shop,357.71,Dining,False
2024-11-16,Gas,48.63,Transportation,True
2024-05-08,Walmart,83.17,Groceries,True
2023-09-09,Bar,267.67,Dining,False
2023-08-04,Cable Bill,113.87,Utilities,True
2024-02-14,Rental Car,845.66,Travel,True
2024-08-26,Concert,47.09,Entertainment,False
2024-05-13,Gas,27.4,Transportation,True
2023-07-15,Pharmacy,392.1,Healthcare,False
2025-03-11,Electric Bill,182.9,Utilities,False
2023-05-26,Gas,98.35,Transportation,True
2024-04-10,Rental Car,946.09,Travel,False
2023-12-16,Monthly Rent,1321.13,Rent,True
2023-06-27,Vacation,1341.49,Travel,True
2023-10-09,Hulu,289.19,Entertainment,True
2023-10-11,Rental Car,1460.49,Travel,True
2023-08-31,Monthly Rent,2807.89,Rent,True
2024-04-26,Electric Bill,351.23,Utilities,True
2024-01-06,Hulu,54.94,Entertainment,False
2023-10-21,Apple Store,21.2,Shopping,True
2025-04-22,Kroger,52.33,Groceries,False
2023-09-22,Best Buy,459.43,Shopping,False
2024-04-01,Electronics Store,49.35,Shopping,False
2024-11-02,Best Buy,181.09,Shopping,True
2023-06-15,Phone Bill,72.9,Utilities,False
2023-05-10,Monthly Rent,2753.29,Rent,False
2024-09-17,Airline Ticket,1384.67,Travel,True
2023-05-27,Uber,231.23,Transportation,False
2023-09-11,Concert,265.66,Entertainment,True
2024-06-30,Monthly Rent,1997.89,Rent,False
2024-06-20,Water Bill,232.3,Utilities,False
2024-12-03,Dentist,30.32,Healthcare,False
2023-09-14,Target,258.81,Groceries,True
2023-05-13,Dentist,418.02,Healthcare,True
2023-09-05,House Payment,934.73,Rent,True
2023-10-05,Movie Tickets,462.53,Entertainment,False
2023-08-24,Best Buy,409.94,Shopping,False
2025-01-05,Netflix,184.27,Entertainment,False
2024-05-15,Public Transit,368.76,Transportation,True
2023-08-22,Airbnb,435.14,Travel,False
2024-08-15,Insurance,466.77,Healthcare,False
2024-04-29,Public Transit,423.1,Transportation,False
2023-12-14,Rental Car,357.71,Travel,True
2024-01-16,Coffee Shop,128.09,Dining,False
2024-04-02,Apple Store,405.14,Shopping,True
2024-12-31,House Payment,836.52,Rent,False
2024-11-01,Rental Car,398.5,Travel,True
2023-06-10,Airline Ticket,772.7,Travel,True
2023-06-21,Optometrist,346.74,Healthcare,True
2025-01-28,Vacation,283.01,Travel,False
2024-05-01,Trader Joe's,104.17,Groceries,True
2024-11-10,Clothing Store,215.61,Shopping,False
2025-03-18,Apartment Payment,1295.03,Rent,True
2023-10-11,Cafe,119.87,Dining,False
2024-09-20,Dining Out,126.95,Entertainment,False
2023-10-09,Bar,418.92,Dining,True
2024-12-07,Cafe,73.25,Dining,False
2023-07-23,Mortgage,1490.08,Rent,True
2024-01-23,Tuition,305.3,Education,True
2024-08-22,Hotel,1961.07,Travel,False
2024-01-12,Clothing Store,279.76,Shopping,True
2024-09-23,Bar,283.33,Dining,False
2024-06-18,Parking,461.67,Transportation,True
2024-01-09,Workshop,117.25,Education,True
2025-02-18,Clothing Store,321.25,Shopping,False
2024-05-19,Parking,20.34,Transportation,False
2024-06-07,Online Course,255.34,Education,True
2024-02-21,Cable Bill,244.65,Utilities,False
2023-05-19,Public Transit,381.35,Transportation,True
2025-03-21,Movie Tickets,79.98,Entertainment,True
2024-07-19,Pharmacy,264.49,Healthcare,True
2024-04-13,Phone Bill,167.25,Utilities,False
2025-03-10,Trader Joe's,202.84,Groceries,False
2023-08-23,Bar,370.41,Dining,False
2024-03-21,Coffee Shop,68.83,Dining,False
2024-04-23,Internet Bill,328.25,Utilities,True
2024-09-13,Vacation,783.72,Travel,True
2023-06-23,Apartment Payment,2043.41,Rent,True
2023-10-12,Optometrist,376.28,Healthcare,False
2025-02-16,Mortgage,2003.72,Rent,True
2023-09-18,Bar,217.43,Dining,False
2024-04-24,Car Maintenance,136.76,Transportation,False
2024-07-14,Dining Out,269.76,Entertainment,True
2024-01-26,Electric Bill,72.0,Utilities,True
2025-03-13,Apartment Payment,2001.5,Rent,False
2023-10-13,Online Course,454.11,Education,False
2024-04-29,Clothing Store,473.54,Shopping,False
2024-04-25,Mortgage,1559.45,Rent,False
2023-08-23,Cafe,356.25,Dining,True
2024-05-16,Books,306.92,Education,False
2024-04-13,Internet Bill,210.38,Utilities,False
2023-11-04,Whole Foods,106.21,Groceries,False
2025-04-13,Best Buy,354.88,Shopping,False
2023-09-28,Costco,73.61,Groceries,False
2024-03-01,Optometrist,160.0,Healthcare,False
2024-04-18,Spotify,282.07,Entertainment,False
2024-03-09,Apple Store,226.15,Shopping,False
2023-10-04,Rental Car,1289.53,Travel,True
2024-08-27,Costco,103.69,Groceries,False
2025-01-15,Parking,406.12,Transportation,True
2024-05-22,Whole Foods,283.13,Groceries,False
2024-03-28,Coffee Shop,74.91,Dining,False
2024-11-20,Kroger,77.23,Groceries,False
2025-02-07,Books,406.27,Education,True
2023-09-05,House Payment,1863.95,Rent,False
2025-01-21,Rental Car,1696.49,Travel,False
2024-11-25,Amazon,303.3,Shopping,False
2024-01-12,House Payment,2352.8,Rent,True
2024-04-14,Apartment Payment,1805.26,Rent,True
2025-03-02,Best Buy,346.22,Shopping,True
2024-05-21,Doctor Visit,249.89,Healthcare,True
2024-02-06,Uber,244.34,Transportation,True
2025-01-14,Safeway,185.64,Groceries,False
2024-07-07,Netflix,19.18,Entertainment,False
2023-05-28,Electronics Store,324.27,Shopping,False
2025-02-21,Internet Bill,263.9,Utilities,True
2023-10-01,Whole Foods,58.95,Groceries,True
2023-07-23,Dentist,287.81,Healthcare,False
2025-04-03,Optometrist,261.61,Healthcare,False
2024-03-25,Gas Bill,294.25,Utilities,False
2023-05-04,House Payment,2177.84,Rent,False
2023-06-06,Walmart,161.82,Groceries,False
2023-11-22,Car Maintenance,484.43,Transportation,True
2023-11-21,Electric Bill,464.1,Utilities,False
2025-03-03,Pharmacy,451.78,Healthcare,False
2023-11-27,Coffee Shop,432.76,Dining,True
2024-02-07,Clothing Store,206.79,Shopping,False
2024-05-04,Optometrist,331.46,Healthcare,True
2023-10-20,Workshop,65.18,Education,True
2024-05-02,Cafe,139.39,Dining,False
2025-03-04,Apple Store,464.5,Shopping,True
2024-11-22,House Payment,2265.36,Rent,False
2024-05-11,Kroger,245.44,Groceries,True
2023-10-16,Bar,86.86,Dining,False
2025-03-28,Tuition,13.06,Education,True
2024-04-18,Apple Store,471.92,Shopping,True
2023-08-24,Movie Tickets,464.69,Entertainment,True
2025-04-17,Conference,239.34,Education,False
2024-12-20,Electronics Store,496.36,Shopping,True
2024-09-26,Online Course,291.09,Education,True
2023-08-21,Uber,165.21,Transportation,False
2024-03-21,Airbnb,1630.72,Travel,False
2023-09-06,Hotel,325.94,Travel,True
2024-10-08,Electronics Store,429.35,Shopping,False
2023-09-14,Online Course,107.66,Education,False
2023-07-27,Pharmacy,461.44,Healthcare,False
2024-08-01,Gas Bill,66.21,Utilities,False
2024-07-05,Fast Food,50.11,Dining,False
2024-09-17,Pharmacy,360.3,Healthcare,False
2023-11-08,Monthly Rent,1613.86,Rent,False
2024-10-04,Insurance,22.11,Healthcare,True
2023-09-29,Whole Foods,252.57,Groceries,False
2024-05-16,Uber,331.49,Transportation,True
2023-07-14,Insurance,84.01,Healthcare,False
2024-04-18,Internet Bill,377.76,Utilities,True
2025-01-22,Conference,42.88,Education,False
2024-12-02,Airbnb,1199.2,Travel,False
2024-12-15,Costco,130.88,Groceries,True
2023-07-18,Pharmacy,14.8,Healthcare,True
2023-06-30,Hulu,114.38,Entertainment,False
2023-10-10,House Payment,2822.52,Rent,False
2024-07-04,Workshop,496.14,Education,True
2023-05-30,Lyft,335.35,Transportation,True
2024-06-23,Uber,68.31,Transportation,True
2023-08-15,Dining Out,39.82,Entertainment,True
2023-09-16,Spotify,11.26,Entertainment,True
2024-01-13,Coffee Shop,497.51,Dining,False
2024-11-08,Best Buy,408.3,Shopping,False
2024-04-10,Airline Ticket,828.55,Travel,False
2024-07-25,Rental Car,242.85,Travel,True
2024-12-10,Uber,93.06,Transportation,True
2025-01-28,Parking,31.37,Transportation,False
2024-11-25,Target,124.41,Groceries,False
2024-09-02,Gas,458.51,Transportation,False
2024-07-20,Car Maintenance,349.99,Transportation,False
2024-07-23,Dentist,394.74,Healthcare,True
2025-03-27,Concert,131.82,Entertainment,False
2023-10-09,Fast Food,231.04,Dining,True
2024-08-16,Walmart,251.57,Groceries,False
2024-11-10,Movie Tickets,266.64,Entertainment,False
2023-11-03,Hulu,156.92,Entertainment,True
2024-11-19,Monthly Rent,1991.63,Rent,True
2023-10-30,Phone Bill,135.25,Utilities,False
2024-12-12,Best Buy,99.61,Shopping,False
2023-06-06,Dining Out,190.64,Entertainment,False
2024-11-07,Optometrist,419.41,Healthcare,False
2024-12-28,Whole Foods,266.89,Groceries,False
2023-05-10,Movie Tickets,301.19,Entertainment,True
2024-06-29,Walmart,201.33,Groceries,False
2024-08-03,Mortgage,2531.62,Rent,False
2025-04-02,Safeway,112.11,Groceries,True
2023-08-04,Rental Car,299.33,Travel,True
2023-07-06,Bar,377.18,Dining,True
2024-06-14,Costco,169.56,Groceries,False
2024-01-20,Monthly Rent,1077.17,Rent,True
2024-09-03,Clothing Store,103.75,Shopping,True
2024-03-08,Best Buy,408.56,Shopping,True
2024-11-20,Electronics Store,18.97,Shopping,False
2024-05-08,Tuition,374.4,Education,False
2024-10-30,Amazon Prime,462.86,Entertainment,False
2025-01-11,Optometrist,287.75,Healthcare,True
2024-04-18,Apple Store,144.51,Shopping,True
2023-06-26,Netflix,422.92,Entertainment,False
2024-10-31,Mortgage,2057.74,Rent,False
2025-03-03,Monthly Rent,2645.12,Rent,False
2023-09-19,Gas Bill,487.4,Utilities,True
2025-03-05,Bar,79.07,Dining,False
2024-01-05,Bar,119.57,Dining,True
2024-06-07,Kroger,27.8,Groceries,True
2023-12-21,Conference,321.38,Education,False
2023-07-30,Workshop,456.15,Education,True
2024-06-13,Spotify,424.94,Entertainment,False
2023-05-12,Mortgage,2908.54,Rent,True
2023-09-28,Dentist,417.02,Healthcare,True
2025-03-02,Coffee Shop,380.4,Dining,True
2025-02-25,Workshop,323.95,Education,False
2024-03-07,Monthly Rent,2664.78,Rent,True
2024-11-18,Tuition,149.71,Education,True
2023-09-10,Hulu,425.01,Entertainment,True
2024-02-16,Vacation,1186.61,Travel,False
2023-09-26,Amazon Prime,329.88,Entertainment,False
2024-09-30,Whole Foods,217.84,Groceries,False
2024-11-21,Dining Out,313.39,Entertainment,False
2025-03-15,Dentist,485.5,Healthcare,False
2025-02-23,Pharmacy,303.87,Healthcare,True
2025-01-08,Trader Joe's,80.43,Groceries,True
2024-12-30,Parking,423.4,Transportation,False
2024-08-07,Cafe,460.24,Dining,True
2024-02-10,Walmart,233.77,Groceries,False
2025-01-25,House Payment,2534.02,Rent,False
2024-08-06,Dining Out,437.42,Entertainment,True
2023-11-21,Best Buy,367.99,Shopping,True
2024-07-13,Phone Bill,218.82,Utilities,False
2024-12-26,Gas,296.93,Transportation,True
2024-08-29,Cable Bill,271.7,Utilities,True
2023-10-01,Local Market,242.78,Groceries,False
2024-08-27,Gas,259.77,Transportation,True
2024-11-20,Uber,385.19,Transportation,False
2025-03-12,Rental Car,470.87,Travel,True
2024-12-23,Apple Store,380.48,Shopping,False
2024-09-03,Tuition,302.14,Education,False
2023-09-02,Conference,187.48,Education,False
2024-01-21,Uber,408.99,Transportation,False
2024-01-09,Hotel,311.99,Travel,True
2024-06-26,Gas Bill,95.16,Utilities,True
2024-06-24,Public Transit,83.43,Transportation,False
2023-08-23,Pharmacy,63.55,Healthcare,False
2024-07-03,Bar,122.06,Dining,False
2023-11-18,Tuition,489.15,Education,True
2024-09-03,Netflix,252.94,Entertainment,False
2024-06-13,Movie Tickets,386.91,Entertainment,False
2024-01-29,Fast Food,177.95,Dining,False
2023-10-13,Monthly Rent,2455.3,Rent,True
2023-09-20,Phone Bill,274.2,Utilities,True
2023-12-10,Phone Bill,225.28,Utilities,True
2023-05-26,Electric Bill,313.25,Utilities,False
2023-08-29,Hotel,641.96,Travel,False
